brand,product_code,product_name,category,animal_materials,material_type,quantity_used,color,pattern_or_texture,manufacturing_process,country_of_origin,date_of_manufacture,sustainable_certification,ethics_notes,estimated_price_usd,availability_status,harms_to_animal,conservation_status,traceability_notes,needs_brand_model_verification,needs_color_name_verification,needs_cert_docs,product_code_validation_regex,product_code_is_valid_format,official_product_name,official_style_code,official_product_url,official_description,official_product_details,official_color_name,product_code_status,product_code_notes,pdp_found
Dior,158822.0,Dior Product 170,Wallet,Crocodile Leather,Exotic Leather,1 skin,Red,Embossed,Hand-stitched,France,2023,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,7789.95,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,366586.0,Celine Product 171,Shoes,Lambskin (Sheepskin),Leather,1 hide,Red,Grain,Hand-stitched,United Kingdom,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,33172.4,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Prada,,Prada Product 172,Shoes,Lambskin (Sheepskin),Leather,1 hide,Brown,Textured,Handcrafted,France,2024,LWG-certified tannery (if applicable),Ethically sourced leather,67951.24,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Chanel,591830.0,Chanel Product 173,Shoes,Crocodile Leather,Exotic Leather,1 skin,Brown,Textured,Handcrafted,Italy,2024,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,41189.98,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 174,Belt,Crocodile Leather,Exotic Leather,1 skin,Beige,Smooth,Hand-stitched,Spain,2025,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,69063.0,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Chanel,718154.0,Chanel Product 175,Shoes,Calfskin (Bovine),Leather,1 hide,Monogram,Smooth,Hand-stitched,United Kingdom,2025,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,55132.99,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 176,Belt,Bovine (Cowhide),Leather,1 hide,Black,Quilted,Hand-stitched,United Kingdom,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,59051.74,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Tom Ford,113192.0,Tom Ford Product 177,Bag,Crocodile Leather,Exotic Leather,1 skin,Beige,Grain,Handcrafted,Italy,2024,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,29937.14,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dior,574051.0,Dior Product 178,Shoes,Crocodile Leather,Exotic Leather,1 skin,Monogram,Smooth,Hand-stitched,Spain,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,33699.31,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Prada,,Prada Product 179,Belt,Lambskin (Sheepskin),Leather,1 hide,Beige,Grain,Machine-made,United Kingdom,2023,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,30739.63,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Burberry,,Burberry Product 180,Shoes,Lambskin (Sheepskin),Leather,1 hide,Monogram,Quilted,Hand-stitched,Spain,2022,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,73251.06,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Dolce & Gabbana,759174.0,Dolce & Gabbana Product 181,Belt,Bovine (Cowhide),Leather,1 hide,Monogram,Textured,Handcrafted,Italy,2025,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,68245.81,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Miu Miu,765791.0,Miu Miu Product 182,Belt,Calfskin (Bovine),Leather,1 hide,Beige,Quilted,Machine-made,France,2025,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,51625.37,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 183,Belt,Ostrich Leather,Leather,1 hide,Beige,Embossed,Hand-stitched,Spain,2025,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,46616.96,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Celine,753261.0,Celine Product 184,Shoes,Bovine (Cowhide),Leather,1 hide,Monogram,Grain,Handcrafted,France,2023,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,12453.71,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Balenciaga,642237.0,Balenciaga Product 185,Belt,Ostrich Leather,Leather,1 hide,Monogram,Embossed,Hand-stitched,Italy,2021,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,37242.88,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,333577.0,Dolce & Gabbana Product 186,Bag,Lambskin (Sheepskin),Leather,1 hide,Black,Smooth,Handcrafted,Italy,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,84991.83,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,730333.0,Dolce & Gabbana Product 187,Shoes,Ostrich Leather,Leather,1 hide,Beige,Textured,Hand-stitched,Italy,2021,LWG-certified tannery (if applicable),Strict sourcing from certified farms,83530.4,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,341819.0,Dolce & Gabbana Product 188,Wallet,Lambskin (Sheepskin),Leather,1 hide,Black,Quilted,Handcrafted,Italy,2024,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,1534.27,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Givenchy,159831.0,Givenchy Product 189,Belt,Lambskin (Sheepskin),Leather,1 hide,Beige,Embossed,Handcrafted,United Kingdom,2023,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,30892.0,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Loewe,719191.0,Loewe Product 190,Wallet,Bovine (Cowhide),Leather,1 hide,Black,Quilted,Hand-stitched,Spain,2020,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,53496.74,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dior,704811.0,Dior Product 191,Belt,Bovine (Cowhide),Leather,1 hide,Brown,Textured,Hand-stitched,United Kingdom,2023,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,35995.9,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Versace,568028.0,Versace Product 192,Wallet,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Machine-made,United Kingdom,2022,LWG-certified tannery (if applicable),Ethically sourced leather,34559.77,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Balenciaga,518177.0,Balenciaga Product 193,Belt,Bovine (Cowhide),Leather,1 hide,Beige,Grain,Hand-stitched,Italy,2020,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,46951.62,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Givenchy,479271.0,Givenchy Product 194,Wallet,Bovine (Cowhide),Leather,1 hide,Monogram,Smooth,Hand-stitched,United Kingdom,2023,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,30715.44,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Prada,,Prada Product 195,Shoes,Calfskin (Bovine),Leather,1 hide,Brown,Smooth,Handcrafted,France,2022,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,79861.58,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Tom Ford,925003.0,Tom Ford Product 196,Wallet,Ostrich Leather,Leather,1 hide,Beige,Textured,Machine-made,Spain,2020,LWG-certified tannery (if applicable),Ethically sourced leather,44653.28,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,409398.0,Alexander Mcqueen Product 197,Wallet,Crocodile Leather,Exotic Leather,1 skin,Beige,Quilted,Handcrafted,Italy,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,17249.05,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 198,Wallet,Lambskin (Sheepskin),Leather,1 hide,Beige,Quilted,Hand-stitched,United Kingdom,2025,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,59170.32,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Fendi,673375.0,Fendi Product 199,Shoes,Calfskin (Bovine),Leather,1 hide,Black,Embossed,Handcrafted,France,2020,LWG-certified tannery (if applicable),Strict sourcing from certified farms,50465.24,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Versace,496850.0,Versace Product 200,Belt,Crocodile Leather,Exotic Leather,1 skin,Brown,Textured,Handcrafted,France,2021,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,86625.73,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Givenchy,903801.0,Givenchy Product 201,Bag,Ostrich Leather,Leather,1 hide,Beige,Embossed,Machine-made,France,2025,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,82394.63,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Hermès,520640.0,Hermès Product 202,Shoes,Calfskin (Bovine),Leather,1 hide,Black,Embossed,Hand-stitched,France,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,80454.03,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Tom Ford,673084.0,Tom Ford Product 203,Shoes,Crocodile Leather,Exotic Leather,1 skin,Brown,Textured,Machine-made,Italy,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,55480.45,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 204,Belt,Ostrich Leather,Leather,1 hide,Beige,Grain,Hand-stitched,France,2023,LWG-certified tannery (if applicable),Strict sourcing from certified farms,60572.61,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Tom Ford,406335.0,Tom Ford Product 205,Bag,Crocodile Leather,Exotic Leather,1 skin,Black,Grain,Machine-made,Spain,2020,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,74635.0,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Miu Miu,545479.0,Miu Miu Product 206,Bag,Bovine (Cowhide),Leather,1 hide,Beige,Smooth,Handcrafted,Italy,2020,LWG-certified tannery (if applicable),Strict sourcing from certified farms,13548.45,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,933989.0,Saint Laurent Product 207,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Textured,Handcrafted,France,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,71376.82,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Loewe,710413.0,Loewe Product 208,Shoes,Ostrich Leather,Leather,1 hide,Black,Grain,Handcrafted,Italy,2024,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,11045.23,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,793580.0,Alexander Mcqueen Product 209,Belt,Lambskin (Sheepskin),Leather,1 hide,Black,Quilted,Handcrafted,Spain,2021,LWG-certified tannery (if applicable),Strict sourcing from certified farms,92405.48,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,226369.0,Saint Laurent Product 210,Bag,Ostrich Leather,Leather,1 hide,Monogram,Embossed,Machine-made,United Kingdom,2023,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,65055.86,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,777984.0,Saint Laurent Product 211,Belt,Crocodile Leather,Exotic Leather,1 skin,Beige,Quilted,Hand-stitched,United Kingdom,2025,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,57627.55,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,320657.0,Dolce & Gabbana Product 212,Shoes,Lambskin (Sheepskin),Leather,1 hide,Beige,Smooth,Machine-made,Italy,2021,LWG-certified tannery (if applicable),Ethically sourced leather,35545.63,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Bottega Veneta,534167.0,Bottega Veneta Product 213,Wallet,Lambskin (Sheepskin),Leather,1 hide,Beige,Textured,Handcrafted,Spain,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,57247.62,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,733577.0,Dolce & Gabbana Product 214,Shoes,Calfskin (Bovine),Leather,1 hide,Beige,Embossed,Machine-made,France,2021,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,92903.0,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,768406.0,Valentino Product 215,Wallet,Ostrich Leather,Leather,1 hide,Monogram,Textured,Hand-stitched,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,78139.46,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Versace,738322.0,Versace Product 216,Shoes,Lambskin (Sheepskin),Leather,1 hide,Monogram,Smooth,Hand-stitched,United Kingdom,2023,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,46106.74,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Loewe,146927.0,Loewe Product 217,Bag,Lambskin (Sheepskin),Leather,1 hide,Red,Embossed,Machine-made,Italy,2023,LWG-certified tannery (if applicable),Ethically sourced leather,74081.05,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,109635.0,Chanel Product 218,Bag,Ostrich Leather,Leather,1 hide,Monogram,Embossed,Handcrafted,Spain,2020,LWG-certified tannery (if applicable),Ethically sourced leather,13598.98,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,783427.0,Valentino Product 219,Belt,Bovine (Cowhide),Leather,1 hide,Beige,Textured,Handcrafted,France,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,67170.42,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Tom Ford,627625.0,Tom Ford Product 220,Shoes,Bovine (Cowhide),Leather,1 hide,Brown,Smooth,Machine-made,Spain,2020,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,61675.9,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,196455.0,Valentino Product 221,Wallet,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Handcrafted,France,2024,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,43718.85,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Prada,,Prada Product 222,Wallet,Calfskin (Bovine),Leather,1 hide,Red,Grain,Handcrafted,France,2021,LWG-certified tannery (if applicable),Ethically sourced leather,1556.98,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Louis Vuitton,,Louis Vuitton Product 223,Belt,Calfskin (Bovine),Leather,1 hide,Brown,Textured,Machine-made,Italy,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,59065.71,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Versace,572635.0,Versace Product 224,Belt,Ostrich Leather,Leather,1 hide,Beige,Grain,Machine-made,United Kingdom,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,92001.25,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Balenciaga,897397.0,Balenciaga Product 225,Belt,Crocodile Leather,Exotic Leather,1 skin,Black,Smooth,Machine-made,Italy,2022,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,93199.26,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
